World Rank,University Names,Location ,National Rank,Educational Rank,Employability Rank,Faculty Rank,Research Rank,Score
1Top 0.1%,"Harvard University
  CWUR Rating System:   Education: A+; Employability: A+; Faculty: A+; Research: A+",USA,1,1,1,1,1,100
2Top 0.1%,"Massachusetts Institute of Technology
  Education: A+; Employability: A+; Faculty: A+; Research: A+",USA,2,4,12,3,9,96.7
3Top 0.1%,"Stanford University
  Education: A+; Employability: A+; Faculty: A+; Research: A+",USA,3,11,4,2,2,95.2
4Top 0.1%,"University of Cambridge
  Education: A+; Employability: A; Faculty: A+; Research: A+",United Kingdom,1,3,25,5,11,94.1
5Top 0.1%,"University of Oxford
  Education: A+; Employability: A; Faculty: A+; Research: A+",United Kingdom,2,7,27,9,4,93.3
6Top 0.1%,"Princeton University
  Education: A+; Employability: A; Faculty: A+; Research: A",USA,4,5,16,6,82,92.6
7Top 0.1%,"University of Chicago
  Education: A+; Employability: A; Faculty: A; Research: A",USA,5,8,15,22,28,92.1
8Top 0.1%,"Columbia University
  Education: A+; Employability: A; Faculty: A+; Research: A",USA,6,12,14,10,13,91.6
9Top 0.1%,"University of Pennsylvania
  Education: A; Employability: A+; Faculty: A; Research: A+",USA,7,14,8,45,12,91.2
10Top 0.1%,"Yale University
  Education: A+; Employability: A; Faculty: A; Research: A",USA,8,6,35,13,21,90.8
11Top 0.1%,"California Institute of Technology
  Education: A+; Employability: A; Faculty: A+; Research: A",USA,9,2,96,7,83,90.4
12Top 0.1%,"University of California, Berkeley
  Education: A+; Employability: A; Faculty: A+; Research: A",USA,10,9,59,4,16,90.1
13Top 0.1%,University of Tokyo,Japan,1,37,6,113,30,89.8
14Top 0.1%,Cornell University,USA,11,16,29,18,23,89.5
15Top 0.1%,Northwestern University,USA,12,99,17,31,31,89.3
16Top 0.1%,"University of Michigan, Ann Arbor",USA,13,32,40,62,7,89.1
17Top 0.1%,Johns Hopkins University,USA,14,22,192,20,8,88.8
18Top 0.1%,"University of California, Los Angeles",USA,15,31,63,16,15,88.6
19Top 0.1%,University College London,United Kingdom,3,35,664,14,5,88.4
20Top 0.1%,Duke University,USA,16,58,49,19,24,88.2
21Top 0.2%,PSL University,France,1,17,31,111,91,88.0
22Top 0.2%,University of Illinois at Urbana–Champaign,USA,17,19,143,11,74,87.9
23Top 0.2%,University of Toronto,Canada,1,233,163,23,3,87.7
24Top 0.2%,New York University,USA,18,40,45,47,46,87.5
25Top 0.2%,University of Washington,USA,19,74,227,25,10,87.4
26Top 0.2%,McGill University,Canada,2,25,109,36,45,87.2
27Top 0.2%,Kyoto University,Japan,2,38,32,64,79,87.1
28Top 0.2%,University of Wisconsin–Madison,USA,20,36,102,30,41,87.0
29Top 0.2%,Imperial College London,United Kingdom,4,68,123,55,18,86.8
30Top 0.2%,ETH Zurich,Switzerland,1,64,88,24,42,86.7
31Top 0.2%,Seoul National University,South Korea,1,299,22,154,57,86.6
32Top 0.2%,Paris-Saclay University,France,2,152,137,46,14,86.4
33Top 0.2%,"University of California, San Diego",USA,21,128,1520,12,22,86.3
34Top 0.2%,University of Texas at Austin,USA,22,92,64,17,63,86.2
35Top 0.2%,University of Copenhagen,Denmark,1,96,379,41,26,86.1
36Top 0.2%,"University of California, San Francisco",USA,23,-,1554,15,27,86.0
37Top 0.2%,University of North Carolina at Chapel Hill,USA,24,76,92,71,39,85.9
38Top 0.2%,Karolinska Institute,Sweden,1,39,-,35,62,85.8
39Top 0.2%,Paris City University,France,3,254,958,60,17,85.7
40Top 0.2%,King's College London,United Kingdom,5,51,505,28,53,85.6
41Top 0.2%,Sorbonne University,France,4,103,324,92,19,85.5
42Top 0.3%,Dartmouth College,USA,25,45,18,107,286,85.4
43Top 0.3%,Washington University in St. Louis,USA,26,106,144,37,48,85.3
44Top 0.3%,Tsinghua University,China,1,346,56,-,20,85.2
45Top 0.3%,Institut Polytechnique de Paris,France,5,102,9,188,370,85.1
46Top 0.3%,Ludwig Maximilian University of Munich,Germany,1,56,254,57,52,85.0
47Top 0.3%,University of Minnesota - Twin Cities,USA,27,78,318,84,34,84.9
48Top 0.3%,University of Edinburgh,United Kingdom,6,55,473,63,49,84.9
49Top 0.3%,Peking University,China,2,369,58,-,25,84.8
50Top 0.3%,University of Manchester,United Kingdom,7,89,417,33,56,84.7
51Top 0.3%,University of British Columbia,Canada,3,109,554,87,35,84.6
52Top 0.3%,"University of California, Davis",USA,28,87,526,54,54,84.5
53Top 0.3%,University of Southern California,USA,29,252,133,29,75,84.5
54Top 0.3%,Pennsylvania State University,USA,30,297,171,56,55,84.4
55Top 0.3%,University of Chinese Academy of Sciences,China,3,-,1304,-,6,84.3
56Top 0.3%,Vanderbilt University,USA,31,392,89,65,71,84.2
57Top 0.3%,University of Melbourne,Australia,1,142,411,130,33,84.2
58Top 0.3%,Free University of Berlin,Germany,2,80,1123,44,76,84.1
59Top 0.3%,Humboldt University of Berlin,Germany,3,85,1532,50,69,84.0
60Top 0.3%,Ohio State University,USA,32,129,294,133,40,84.0
61Top 0.3%,Rockefeller University,USA,33,13,-,8,460,83.9
62Top 0.4%,Rutgers University,USA,34,230,150,27,95,83.8
63Top 0.4%,University of Zurich,Switzerland,2,90,578,58,72,83.8
64Top 0.4%,Brown University,USA,35,75,55,121,138,83.7
65Top 0.4%,Purdue University,USA,36,94,91,75,114,83.6
66Top 0.4%,University of Colorado Boulder,USA,37,153,169,52,97,83.6
67Top 0.4%,Georgia Institute of Technology,USA,38,313,165,26,115,83.5
68Top 0.4%,Heidelberg University,Germany,4,135,1012,83,60,83.5
69Top 0.4%,"Texas A&M University, College Station",USA,39,-,129,72,85,83.4
70Top 0.4%,Hebrew University of Jerusalem,Israel,1,29,346,39,195,83.3
71Top 0.4%,University of Virginia,USA,40,358,37,176,137,83.3
72Top 0.4%,Utrecht University,Netherlands,1,180,481,161,43,83.2
73Top 0.4%,University of Texas Southwestern Medical Center,USA,41,41,-,42,167,83.2
74Top 0.4%,Shanghai Jiao Tong University,China,4,-,140,-,29,83.1
75Top 0.4%,University of Pittsburgh,USA,42,234,208,267,38,83.0
76Top 0.4%,University of Alberta,Canada,4,327,488,67,88,83.0
77Top 0.4%,Uppsala University,Sweden,2,97,412,70,105,82.9
78Top 0.4%,Technical University of Munich,Germany,5,81,368,144,77,82.9
79Top 0.4%,"University of Maryland, College Park",USA,43,122,387,152,68,82.8
80Top 0.4%,University of Amsterdam,Netherlands,2,239,689,201,44,82.8
81Top 0.4%,National University of Singapore,Singapore,1,365,181,-,37,82.7
82Top 0.4%,"University of California, Irvine",USA,44,393,1229,34,110,82.7
83Top 0.5%,University of Oslo,Norway,1,121,798,79,94,82.6
84Top 0.5%,University of Birmingham,United Kingdom,8,50,486,170,103,82.6
85Top 0.5%,Zhejiang University,China,5,-,351,-,32,82.5
86Top 0.5%,University of Florida,USA,45,326,426,139,65,82.5
87Top 0.5%,Weizmann Institute of Science,Israel,2,24,-,51,289,82.4
88Top 0.5%,Leiden University,Netherlands,3,124,1068,77,100,82.4
89Top 0.5%,Fudan University,China,6,353,93,-,59,82.3
90Top 0.5%,Boston University,USA,46,428,111,200,80,82.3
91Top 0.5%,University of Rochester,USA,47,65,70,132,185,82.2
92Top 0.5%,University of Sydney,Australia,2,198,627,-,36,82.2
93Top 0.5%,University of Bristol,United Kingdom,9,186,430,78,99,82.1
94Top 0.5%,Erasmus University Rotterdam,Netherlands,4,535,68,270,89,82.1
95Top 0.5%,University of Arizona,USA,48,498,237,73,107,82.1
96Top 0.5%,École Polytechnique Fédérale de Lausanne,Switzerland,3,-,83,112,124,82.0
97Top 0.5%,University of Göttingen,Germany,6,44,369,104,162,82.0
98Top 0.5%,"University of California, Santa Barbara",USA,49,211,535,21,156,81.9
99Top 0.5%,Carnegie Mellon University,USA,50,70,113,40,223,81.9
100Top 0.5%,Osaka University,Japan,3,145,74,124,147,81.8
101Top 0.5%,Aarhus University,Denmark,2,228,296,134,87,81.8
102Top 0.5%,National Taiwan University,Taiwan,1,336,41,-,134,81.8
103Top 0.6%,Keio University,Japan,4,519,13,-,397,81.7
104Top 0.6%,University of New South Wales,Australia,3,551,120,-,64,81.7
105Top 0.6%,University of Queensland,Australia,4,419,669,243,47,81.6
106Top 0.6%,University of Groningen,Netherlands,5,271,586,140,81,81.6
107Top 0.6%,KU Leuven,Belgium,1,537,414,249,50,81.6
108Top 0.6%,University of Leeds,United Kingdom,10,132,458,53,139,81.5
109Top 0.6%,University of São Paulo,Brazil,1,497,381,156,78,81.5
110Top 0.6%,University of Geneva,Switzerland,4,72,480,103,132,81.4
111Top 0.6%,University of Basel,Switzerland,5,60,305,82,164,81.4
112Top 0.6%,University of Texas MD Anderson Cancer Center,USA,51,-,-,88,98,81.4
113Top 0.6%,University of Tübingen,Germany,7,52,926,99,154,81.3
114Top 0.6%,Indiana University Bloomington,USA,52,251,94,178,119,81.3
115Top 0.6%,University of Bonn,Germany,8,73,494,86,145,81.2
116Top 0.6%,Sapienza University of Rome,Italy,1,455,502,101,106,81.2
117Top 0.6%,University of Utah,USA,53,302,202,135,111,81.2
118Top 0.6%,Nagoya University,Japan,5,67,211,59,210,81.1
119Top 0.6%,University of Science and Technology of China,China,7,-,261,-,58,81.1
120Top 0.6%,INSEAD,France,6,-,2,-,1710,81.1
121Top 0.6%,Monash University,Australia,5,-,532,-,51,81.0
122Top 0.6%,University of Montreal,Canada,5,461,517,126,101,81.0
123Top 0.6%,Sun Yat-sen University,China,8,-,334,-,61,80.9
124Top 0.7%,Ghent University,Belgium,2,345,558,196,86,80.9
125Top 0.7%,University of Southampton,United Kingdom,11,454,293,115,117,80.9
126Top 0.7%,University of Helsinki,Finland,1,200,788,164,93,80.8
127Top 0.7%,Huazhong University of Science and Technology,China,9,-,167,-,73,80.8
128Top 0.7%,Australian National University,Australia,6,171,518,80,140,80.8
129Top 0.7%,University of Glasgow,United Kingdom,12,133,397,141,123,80.7
130Top 0.7%,University of Freiburg,Germany,9,91,230,100,166,80.7
131Top 0.7%,Emory University,USA,54,469,270,-,70,80.7
132Top 0.7%,Baylor College of Medicine,USA,55,93,-,159,126,80.6
133Top 0.7%,Nanyang Technological University,Singapore,2,-,829,-,66,80.6
134Top 0.7%,University of Barcelona,Spain,1,-,631,-,67,80.6
135Top 0.7%,University of Strasbourg,France,7,118,1377,49,209,80.5
136Top 0.7%,University of Liverpool,United Kingdom,13,151,522,97,151,80.5
137Top 0.7%,University of Bern,Switzerland,6,155,1113,160,121,80.5
138Top 0.7%,Goethe University Frankfurt,Germany,10,190,790,43,205,80.4
139Top 0.7%,University of Nottingham,United Kingdom,14,193,553,106,144,80.4
140Top 0.7%,KTH Royal Institute of Technology,Sweden,3,236,51,187,238,80.4
141Top 0.7%,Lund University,Sweden,4,196,460,260,96,80.3
142Top 0.7%,Case Western Reserve University,USA,56,69,297,182,170,80.3
143Top 0.7%,Tohoku University,Japan,6,139,151,155,175,80.3
144Top 0.8%,University of Colorado Anschutz Medical Campus,USA,57,-,-,95,150,80.3
145Top 0.8%,University of Iowa,USA,58,104,268,186,149,80.2
146Top 0.8%,Stockholm University,Sweden,5,166,226,94,183,80.2
147Top 0.8%,Nanjing University,China,10,484,353,-,90,80.2
148Top 0.8%,VU Amsterdam,Netherlands,6,-,1255,-,84,80.1
149Top 0.8%,Grenoble Alpes University,France,8,308,1067,240,104,80.1
150Top 0.8%,University of Western Australia,Australia,7,241,552,199,128,80.1
151Top 0.8%,Michigan State University,USA,59,202,195,-,113,80.0
152Top 0.8%,University of Sheffield,United Kingdom,15,197,655,151,146,80.0
153Top 0.8%,Tufts University,USA,60,86,69,165,271,80.0
154Top 0.8%,Tel Aviv University,Israel,3,398,130,-,122,80.0
155Top 0.8%,Queen Mary University of London,United Kingdom,16,115,699,145,172,79.9
156Top 0.8%,Cardiff University,United Kingdom,17,404,365,90,187,79.9
157Top 0.8%,Aix-Marseille University,France,9,518,929,-,92,79.9
158Top 0.8%,University of Hong Kong,China,11,-,170,-,120,79.8
159Top 0.8%,Korea University,South Korea,2,-,76,-,171,79.8
160Top 0.8%,Yonsei University,South Korea,3,-,106,-,141,79.8
161Top 0.8%,Radboud University,Netherlands,7,464,693,282,102,79.8
162Top 0.8%,Newcastle University,United Kingdom,18,489,596,91,191,79.7
163Top 0.8%,Xi'an Jiaotong University,China,12,-,158,-,133,79.7
164Top 0.8%,Icahn School of Medicine at Mount Sinai,USA,61,-,-,-,108,79.7
165Top 0.9%,Tokyo Institute of Technology,Japan,7,330,105,74,282,79.6
166Top 0.9%,University of Montpellier,France,10,479,1263,-,109,79.6
167Top 0.9%,Rice University,USA,62,105,122,119,269,79.6
168Top 0.9%,University of Gothenburg,Sweden,6,442,407,146,176,79.6
169Top 0.9%,University of Massachusetts Amherst,USA,63,496,276,76,226,79.5
170Top 0.9%,Wuhan University,China,13,-,349,-,116,79.5
171Top 0.9%,University of Padova,Italy,2,466,1474,-,112,79.5
172Top 0.9%,University of Hamburg,Germany,11,248,546,-,118,79.5
173Top 0.9%,Chinese University of Hong Kong,China,14,413,1337,250,130,79.4
174Top 0.9%,McMaster University,Canada,6,438,812,230,142,79.4
175Top 0.9%,Tianjin University,China,15,-,146,-,148,79.4
176Top 0.9%,Technion – Israel Institute of Technology,Israel,4,125,457,69,266,79.4
177Top 0.9%,University of Warwick,United Kingdom,19,504,182,231,174,79.3
178Top 0.9%,Norwegian University of Science and Technology,Norway,2,260,510,61,256,79.3
179Top 0.9%,Xiamen University,China,16,-,78,-,201,79.3
180Top 0.9%,University of Milan,Italy,3,473,567,-,125,79.3
181Top 0.9%,Wageningen University & Research,Netherlands,8,425,807,209,159,79.2
182Top 0.9%,Iowa State University,USA,64,340,142,153,225,79.2
183Top 0.9%,University of Notre Dame,USA,65,307,39,-,300,79.2
184Top 0.9%,Harbin Institute of Technology,China,17,-,541,-,129,79.2
185Top 1%,University of Bologna,Italy,4,-,792,-,127,79.1
186Top 1%,Arizona State University,USA,66,444,591,266,143,79.1
187Top 1%,University of Cologne,Germany,12,350,223,183,196,79.1
188Top 1%,Western University,Canada,7,424,80,-,215,79.1
189Top 1%,University of Alabama at Birmingham,USA,67,-,1085,206,169,79.0
190Top 1%,Autonomous University of Barcelona,Spain,2,-,-,-,131,79.0
191Top 1%,Shandong University,China,18,-,1171,-,135,79.0
192Top 1%,University of Lausanne,Switzerland,7,261,711,136,211,79.0
193Top 1%,Sichuan University,China,19,-,1014,-,136,78.9
194Top 1%,Sungkyunkwan University,South Korea,4,-,225,-,153,78.9
195Top 1%,University of Calgary,Canada,8,-,234,-,152,78.9
196Top 1%,North Carolina State University,USA,68,371,437,179,192,78.9
197Top 1%,Technical University of Denmark,Denmark,3,205,848,190,189,78.8
198Top 1%,University of Vienna,Austria,1,143,503,120,241,78.8
199Top 1%,University of Connecticut,USA,69,495,389,114,233,78.8
200Top 1%,Tongji University,China,20,-,186,-,165,78.8
201Top 1%,Stony Brook University,USA,70,219,-,147,217,78.7
202Top 1%,University of Lisbon,Portugal,1,445,1305,236,173,78.7
203Top 1%,Central South University,China,21,-,265,-,161,78.7
204Top 1%,University of Waterloo,Canada,9,-,220,214,212,78.7
205Top 1%,University of Münster,Germany,13,374,819,195,194,78.7
206Top 1.1%,South China University of Technology,China,22,-,314,-,160,78.6
207Top 1.1%,University of Adelaide,Australia,8,176,936,-,155,78.6
208Top 1.1%,London School of Hygiene & Tropical Medicine,United Kingdom,20,279,-,123,235,78.6
209Top 1.1%,University of Kansas,USA,71,250,528,116,253,78.6
210Top 1.1%,Nankai University,China,23,-,117,-,207,78.5
211Top 1.1%,Institut national du service public,France,11,-,3,-,-,78.5
212Top 1.1%,University of Ottawa,Canada,10,-,482,-,158,78.5
213Top 1.1%,University of Georgia,USA,72,434,290,166,229,78.5
214Top 1.1%,RWTH Aachen University,Germany,14,508,194,-,181,78.5
215Top 1.1%,Hong Kong University of Science and Technology,China,24,-,566,142,237,78.4
216Top 1.1%,Johannes Gutenberg University Mainz,Germany,15,-,-,181,214,78.4
217Top 1.1%,Lomonosov Moscow State University,Russia,1,134,404,207,227,78.4
218Top 1.1%,Jilin University,China,25,-,367,-,168,78.4
219Top 1.1%,Technical University of Dresden,Germany,16,-,1489,-,157,78.3
220Top 1.1%,Waseda University,Japan,8,352,26,-,517,78.3
221Top 1.1%,Université catholique de Louvain,Belgium,3,-,538,131,247,78.3
222Top 1.1%,Southeast University,China,26,-,802,-,163,78.3
223Top 1.1%,The Scripps Research Institute,USA,73,-,-,32,358,78.3
224Top 1.1%,"University of Tennessee, Knoxville",USA,74,433,559,222,208,78.2
225Top 1.1%,Georgetown University,USA,75,377,43,-,343,78.2
226Top 1.2%,University of Würzburg,Germany,17,150,1152,234,216,78.2
227Top 1.2%,University of Turin,Italy,5,237,1115,-,179,78.2
228Top 1.2%,KAIST,South Korea,5,-,127,-,221,78.2
229Top 1.2%,University of Erlangen–Nuremberg,Germany,18,432,847,-,178,78.1
230Top 1.2%,University of Missouri–Columbia,USA,76,437,245,89,322,78.1
231Top 1.2%,Hokkaido University,Japan,9,357,239,167,268,78.1
232Top 1.2%,Kiel University,Germany,19,360,1129,143,259,78.1
233Top 1.2%,"Soochow University, China",China,27,-,-,-,177,78.1
234Top 1.2%,Université libre de Bruxelles,Belgium,4,450,358,174,252,78.0
235Top 1.2%,University of Naples Federico II,Italy,6,-,758,-,180,78.0
236Top 1.2%,University of Miami,USA,77,-,228,-,206,78.0
237Top 1.2%,University of Sussex,United Kingdom,21,112,576,81,354,78.0
238Top 1.2%,Charles University in Prague,Czech Republic,1,332,1298,-,182,78.0
239Top 1.2%,Brandeis University,USA,78,33,256,48,663,77.9
240Top 1.2%,University of Illinois at Chicago,USA,79,499,777,279,188,77.9
241Top 1.2%,University of Cincinnati,USA,80,488,263,-,200,77.9
242Top 1.2%,Karlsruhe Institute of Technology,Germany,20,478,281,-,199,77.9
243Top 1.2%,Claude Bernard University Lyon 1,France,12,-,882,-,184,77.9
244Top 1.2%,Hong Kong Polytechnic University,China,28,-,322,-,193,77.8
245Top 1.2%,King Abdulaziz University,Saudi Arabia,1,-,1330,-,186,77.8
246Top 1.2%,Kyushu University,Japan,10,268,132,-,236,77.8
247Top 1.3%,Trinity College Dublin,Ireland,1,207,90,246,301,77.8
248Top 1.3%,University of Leicester,United Kingdom,22,-,1396,96,296,77.8
249Top 1.3%,Complutense University of Madrid,Spain,3,210,187,220,272,77.7
250Top 1.3%,Yeshiva University,USA,81,111,-,198,274,77.7
251Top 1.3%,City University of Hong Kong,China,29,-,1037,-,190,77.7
252Top 1.3%,"University of California, Riverside",USA,82,394,-,213,240,77.7
253Top 1.3%,University of Reading,United Kingdom,23,126,134,110,407,77.7
254Top 1.3%,Beihang University,China,30,-,914,-,197,77.7
255Top 1.3%,University of Exeter,United Kingdom,24,381,773,-,204,77.6
256Top 1.3%,University of Texas Health Science Center at Houston,USA,83,-,-,148,275,77.6
257Top 1.3%,Paul Sabatier University,France,13,-,-,-,198,77.6
258Top 1.3%,Maastricht University,Netherlands,9,-,1364,-,202,77.6
259Top 1.3%,University of Bordeaux,France,14,-,1071,-,203,77.6
260Top 1.3%,Colorado State University,USA,84,463,1412,194,257,77.5
261Top 1.3%,University of Houston,USA,85,-,184,127,344,77.5
262Top 1.3%,Wake Forest University,USA,86,-,67,-,334,77.5
263Top 1.3%,Delft University of Technology,Netherlands,10,264,419,-,219,77.5
264Top 1.3%,University of Florence,Italy,7,-,765,-,213,77.5
265Top 1.3%,Virginia Commonwealth University,USA,87,-,971,122,312,77.4
266Top 1.3%,Dalian University of Technology,China,31,-,282,-,224,77.4
267Top 1.4%,University of Cape Town,South Africa,1,182,224,-,245,77.4
268Top 1.4%,University of Auckland,New Zealand,1,524,465,-,222,77.4
269Top 1.4%,Oregon Health & Science University,USA,88,-,-,-,218,77.4
270Top 1.4%,Virginia Tech,USA,89,501,327,-,231,77.4
271Top 1.4%,University of Genoa,Italy,8,536,1191,244,254,77.3
272Top 1.4%,University of Pisa,Italy,9,325,1236,-,220,77.3
273Top 1.4%,Oregon State University,USA,90,243,509,217,277,77.3
274Top 1.4%,China Europe International Business School,China,32,-,5,-,-,77.3
275Top 1.4%,Leipzig University,Germany,21,208,-,208,280,77.3
276Top 1.4%,National Autonomous University of Mexico,Mexico,1,400,1593,237,261,77.3
277Top 1.4%,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,2,34,-,118,558,77.2
278Top 1.4%,National and Kapodistrian University of Athens,Greece,1,-,565,-,228,77.2
279Top 1.4%,King Abdullah University of Science and Technology,Saudi Arabia,2,-,-,171,297,77.2
280Top 1.4%,HEC Paris,France,15,-,7,-,-,77.2
281Top 1.4%,University of Tsukuba,Japan,11,-,-,150,315,77.2
282Top 1.4%,University of Manitoba,Canada,11,337,308,193,308,77.1
283Top 1.4%,University of Lorraine,France,16,542,498,177,306,77.1
284Top 1.4%,University of East Anglia,United Kingdom,25,88,-,173,360,77.1
285Top 1.4%,University of Valencia,Spain,4,-,1504,-,230,77.1
286Top 1.4%,University of Bergen,Norway,3,383,-,-,232,77.1
287Top 1.4%,George Washington University,USA,91,406,147,-,283,77.1
288Top 1.5%,University College Dublin,Ireland,2,-,269,-,258,77.0
289Top 1.5%,Medical University of Vienna,Austria,2,-,-,-,234,77.0
290Top 1.5%,University of the Witwatersrand,South Africa,2,199,98,-,335,77.0
291Top 1.5%,Autonomous University of Madrid,Spain,5,-,1089,-,239,77.0
292Top 1.5%,University of Antwerp,Belgium,5,515,434,-,248,77.0
293Top 1.5%,Beijing Institute of Technology,China,33,-,844,-,242,77.0
294Top 1.5%,University of Electronic Science and Technology of China,China,34,-,633,-,244,76.9
295Top 1.5%,Florida State University,USA,92,-,515,-,250,76.9
296Top 1.5%,University of Liège,Belgium,6,183,-,105,381,76.9
297Top 1.5%,University of Southern Denmark,Denmark,4,-,1650,-,243,76.9
298Top 1.5%,Hunan University,China,35,-,569,-,249,76.9
299Top 1.5%,Laval University,Canada,12,550,354,-,260,76.9
300Top 1.5%,Zhengzhou University,China,36,-,1164,-,246,76.8
301Top 1.5%,University of Massachusetts Medical School,USA,93,-,-,85,396,76.8
302Top 1.5%,Washington State University,USA,94,-,1036,184,319,76.8
303Top 1.5%,"University of Maryland, Baltimore",USA,95,-,-,-,251,76.8
304Top 1.5%,Beijing Normal University,China,37,-,1172,-,255,76.8
305Top 1.5%,University at Buffalo,USA,96,-,625,-,262,76.8
306Top 1.5%,"University of California, Santa Cruz",USA,97,378,1299,271,273,76.8
307Top 1.5%,University of Aberdeen,United Kingdom,26,289,799,157,356,76.7
308Top 1.6%,University of Delaware,USA,98,382,438,167,357,76.7
309Top 1.6%,University of Porto,Portugal,2,523,766,-,263,76.7
310Top 1.6%,University of Kentucky,USA,99,292,529,-,270,76.7
311Top 1.6%,University of Pavia,Italy,10,476,841,220,305,76.7
312Top 1.6%,Hanyang University,South Korea,6,-,198,-,291,76.7
313Top 1.6%,University of Lille,France,17,-,-,-,264,76.6
314Top 1.6%,University of South Florida,USA,100,-,856,-,265,76.6
315Top 1.6%,University of Duisburg-Essen,Germany,22,-,904,-,267,76.6
316Top 1.6%,Chongqing University,China,38,-,432,-,276,76.6
317Top 1.6%,National Yang Ming Chiao Tung University,Taiwan,2,-,214,-,295,76.6
318Top 1.6%,Ruhr University Bochum,Germany,23,-,436,-,278,76.6
319Top 1.6%,University of Nebraska–Lincoln,USA,101,185,385,-,290,76.5
320Top 1.6%,Wayne State University,USA,102,486,440,-,284,76.5
321Top 1.6%,Shenzhen University,China,39,-,826,-,279,76.5
322Top 1.6%,University of New Mexico,USA,103,539,-,-,281,76.5
323Top 1.6%,Northeastern University,USA,104,319,197,-,326,76.5
324Top 1.6%,University of York,United Kingdom,27,227,-,-,287,76.5
325Top 1.6%,Queen's University,Canada,13,513,378,216,359,76.5
326Top 1.6%,China Agricultural University,China,40,-,1317,-,285,76.4
327Top 1.6%,London School of Economics and Political Science,United Kingdom,28,265,85,261,435,76.4
328Top 1.6%,Friedrich Schiller University Jena,Germany,24,534,-,264,311,76.4
329Top 1.7%,Polytechnic University of Milan,Italy,11,397,431,204,366,76.4
330Top 1.7%,Ulm University,Germany,25,-,1103,-,288,76.4
331Top 1.7%,Northwestern Polytechnical University,China,41,-,614,-,294,76.4
332Top 1.7%,École des ponts ParisTech,France,18,194,23,-,949,76.4
333Top 1.7%,Curtin University,Australia,9,-,1155,-,292,76.3
334Top 1.7%,Lanzhou University,China,42,-,1011,-,293,76.3
335Top 1.7%,Durham University,United Kingdom,29,344,372,-,314,76.3
336Top 1.7%,University of Granada,Spain,6,-,-,-,298,76.3
337Top 1.7%,University of Technology Sydney,Australia,10,-,911,-,299,76.3
338Top 1.7%,Umeå University,Sweden,7,-,1212,273,316,76.3
339Top 1.7%,University of Rome Tor Vergata,Italy,12,-,1658,-,302,76.2
340Top 1.7%,University of Milano-Bicocca,Italy,13,-,-,-,303,76.2
341Top 1.7%,Lancaster University,United Kingdom,30,-,647,-,313,76.2
342Top 1.7%,Islamic Azad University,Iran,1,-,-,-,304,76.2
343Top 1.7%,Southern Methodist University,USA,105,195,33,-,697,76.2
344Top 1.7%,University of Campinas,Brazil,2,-,1665,-,307,76.2
345Top 1.7%,Macquarie University,Australia,11,-,524,-,324,76.2
346Top 1.7%,University of Düsseldorf,Germany,26,223,-,-,323,76.1
347Top 1.7%,University of the Basque Country,Spain,7,-,1118,-,310,76.1
348Top 1.7%,Dalhousie University,Canada,14,318,359,-,331,76.1
349Top 1.7%,Versailles Saint-Quentin-en-Yvelines University,France,19,-,-,-,309,76.1
350Top 1.8%,Aalto University,Finland,2,-,207,-,350,76.1
351Top 1.8%,University of South Carolina - Columbia,USA,106,-,629,-,318,76.1
352Top 1.8%,King Saud University,Saudi Arabia,3,-,344,-,332,76.1
353Top 1.8%,Temple University,USA,107,-,600,-,325,76.0
354Top 1.8%,Eindhoven University of Technology,Netherlands,11,-,942,228,369,76.0
355Top 1.8%,East China Normal University,China,43,-,364,-,336,76.0
356Top 1.8%,Aalborg University,Denmark,5,-,921,-,320,76.0
357Top 1.8%,Peking Union Medical College,China,44,-,-,-,317,76.0
358Top 1.8%,Capital Medical University,China,45,-,-,-,321,76.0
359Top 1.8%,University of Science and Technology Beijing,China,46,-,200,-,361,76.0
360Top 1.8%,Nantes University,France,20,-,1679,-,327,76.0
361Top 1.8%,National Cheng Kung University,Taiwan,3,-,145,-,389,75.9
362Top 1.8%,University of Belgrade,Serbia,1,492,-,-,328,75.9
363Top 1.8%,Ben-Gurion University of the Negev,Israel,5,-,-,205,401,75.9
364Top 1.8%,Drexel University,USA,108,-,267,226,414,75.9
365Top 1.8%,Queen's University Belfast,United Kingdom,31,403,1046,-,329,75.9
366Top 1.8%,University of St Andrews,United Kingdom,32,287,875,229,388,75.9
367Top 1.8%,Deakin University,Australia,12,-,1097,-,330,75.9
368Top 1.8%,Hannover Medical School,Germany,27,-,-,273,346,75.8
369Top 1.8%,University of Dundee,United Kingdom,33,511,993,138,449,75.8
370Top 1.9%,Vrije Universiteit Brussel,Belgium,7,467,1688,-,333,75.8
371Top 1.9%,Simon Fraser University,Canada,15,-,1165,-,337,75.8
372Top 1.9%,Linköping University,Sweden,8,-,644,-,340,75.8
373Top 1.9%,Queensland University of Technology,Australia,13,-,1142,-,338,75.8
374Top 1.9%,Technical University of Catalonia (UPC),Spain,8,-,583,-,345,75.8
375Top 1.9%,East China University of Science and Technology,China,47,-,1470,-,339,75.7
376Top 1.9%,Federal University of Rio de Janeiro,Brazil,3,474,474,-,351,75.7
377Top 1.9%,University of Otago,New Zealand,2,-,933,-,342,75.7
378Top 1.9%,Griffith University,Australia,14,-,1439,-,341,75.7
379Top 1.9%,Kyung Hee University,South Korea,7,-,922,-,347,75.7
